"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"1593","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1594","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1595","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1596","Very happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1597","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1598","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1599","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1600","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"1601","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1602","Not too happy","VERY HAPPY","Good","Better","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"1603","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1604","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1605","Not too happy","NOT TOO HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1606","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1607","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1608","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1609","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1610","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1611","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1612","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1613","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1614","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1615","Very happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1616","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1617","Not too happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1618","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1619","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1620","Not too happy","PRETTY HAPPY","Fair","Better","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1621","Very happy","VERY HAPPY","Excellent","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1622","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1623","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1624","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1625","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1626","Not too happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1627","Pretty happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$17500 TO 19999","10 000 to 19 999"
"1628","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1629","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1630","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1631","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1632","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"1633","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1634","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1635","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1636","Very happy","VERY HAPPY","Fair","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1637","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1638","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1639","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1640","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1641","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1642","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1643","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1644","Pretty happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"1645","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1646","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1647","Not too happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1648","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1649","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1650","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1651","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1652","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1653","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1654","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1655","Not too happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1656","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1657","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1658","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1659","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1660","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1661","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1662","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1663","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"1664","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1665","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1666","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1667","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1668","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1669","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1670","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1671","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1672","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1673","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1674","Very happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"1675","Not too happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1676","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1677","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1678","Very happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1679","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1680","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"1681","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1682","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1683","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1684","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1685","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1686","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1687","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1688","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1689","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1690","Not too happy","VERY HAPPY","Fair","Worse","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1691","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1692","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1693","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1694","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1695","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1696","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1697","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1698","Not too happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1699","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1700","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"1701","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1702","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1703","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$4 000 TO 4 999","0 to 9 999"
"1704","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1705","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1706","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1707","Not too happy","NOT TOO HAPPY","Good","Worse","Pretty well satisfied","$10000 TO 12499","10 000 to 19 999"
"1708","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1709","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1710","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1711","Pretty happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1712","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1713","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1714","Not too happy","VERY HAPPY","Fair","Better","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1715","Very happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1716","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1717","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1718","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1719","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1720","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1721","Pretty happy","VERY HAPPY","Poor","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1722","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1723","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1724","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1725","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1726","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1727","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1728","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1729","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1730","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1731","Not too happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1732","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1733","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1734","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1735","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1736","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1737","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
