"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"871","Not too happy","VERY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"872","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"873","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"874","Not too happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"875","Pretty happy","VERY HAPPY","Fair","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"876","Pretty happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"877","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"878","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"879","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"880","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"881","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"882","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"883","Very happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"884","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"885","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"886","Very happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"887","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"888","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"889","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"890","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"891","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"892","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"893","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"894","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"895","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"896","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"897","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"898","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"899","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"900","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"901","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"902","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"903","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"904","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"905","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"906","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"907","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"908","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"909","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"910","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"911","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"912","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"913","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"914","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"915","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"916","Not too happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"917","Not too happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"918","Not too happy","PRETTY HAPPY","Fair","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"919","Very happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"920","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"921","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"922","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"923","Not too happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"924","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"925","Very happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"926","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"927","Not too happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"928","Very happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"929","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"930","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"931","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"932","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"933","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"934","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"935","Pretty happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"936","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"937","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"938","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"939","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"940","Not too happy","NOT TOO HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"941","Pretty happy","VERY HAPPY","Poor","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"942","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"943","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"944","Pretty happy","PRETTY HAPPY","Poor","Worse","More or less satisfied","$4 000 TO 4 999","0 to 9 999"
"945","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"946","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"947","Very happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"948","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"949","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"950","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"951","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"952","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"953","Not too happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"954","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"955","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"956","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"957","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"958","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"959","Not too happy","VERY HAPPY","Good","Better","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"960","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"961","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"962","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"963","Not too happy","VERY HAPPY","Excellent","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"964","Pretty happy","NOT TOO HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"965","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"966","Not too happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"967","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"968","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"969","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"970","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$4 000 TO 4 999","0 to 9 999"
"971","Very happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"972","Not too happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"973","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"974","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"975","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"976","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"977","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"978","Not too happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"979","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"980","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"981","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"982","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"983","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"984","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"985","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"986","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"987","Very happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"988","Pretty happy","PRETTY HAPPY","Excellent","Worse","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"989","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$6 000 TO 6 999","0 to 9 999"
"990","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"991","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"992","Pretty happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"993","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"994","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"995","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"996","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"997","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"998","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"999","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1000","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"1001","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1002","Pretty happy","PRETTY HAPPY","Poor","Stayed same","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1003","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1004","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1005","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1006","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"1007","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1008","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1009","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1010","Not too happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1011","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1012","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1013","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1014","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1015","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1016","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1017","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1018","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1019","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1020","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1021","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1022","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1023","Not too happy","VERY HAPPY","Good","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1024","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1025","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1026","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1027","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1028","Not too happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1029","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1030","Not too happy","PRETTY HAPPY","Poor","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1031","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1032","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1033","Not too happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1034","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1035","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1036","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1037","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1038","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1039","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1040","Very happy","VERY HAPPY","Poor","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1041","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1042","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1043","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1044","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1045","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1046","Very happy","VERY HAPPY","Poor","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1047","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1048","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1049","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1050","Very happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1051","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1052","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1053","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1054","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1055","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1056","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"1057","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1058","Very happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1059","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1060","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1061","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1062","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1063","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1064","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1065","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1066","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1067","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1068","Pretty happy","PRETTY HAPPY","Poor","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1069","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1070","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1071","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1072","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1073","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1074","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1075","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1076","Very happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1077","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1078","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1079","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1080","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1081","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1082","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1083","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1084","Pretty happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$4 000 TO 4 999","0 to 9 999"
"1085","Pretty happy","NOT TOO HAPPY","Excellent","Worse","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"1086","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1087","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1088","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1089","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1090","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1091","Very happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1092","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1093","Pretty happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1094","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1095","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1096","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1097","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1098","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1099","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1100","Very happy","VERY HAPPY","Fair","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1101","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1102","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1103","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1104","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1105","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1106","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1107","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1108","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1109","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1110","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1111","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1112","Pretty happy","VERY HAPPY","Fair","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
