"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"1747","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"1748","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1749","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1750","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1751","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1752","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1753","Not too happy","VERY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1754","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1755","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"1756","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1757","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1758","Not too happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1759","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1760","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1761","Pretty happy","VERY HAPPY","Fair","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1762","Pretty happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1763","Pretty happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$150000 TO $169999","90 000 to 170 000"
"1764","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1765","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1766","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1767","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1768","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1769","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1770","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"1771","Not too happy",".i:  Inapplicable","Fair","Worse","Pretty well satisfied","$6 000 TO 6 999","0 to 9 999"
"1772","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1773","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1774","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1775","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1776","Very happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"1777","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1778","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1779","Not too happy",".i:  Inapplicable","Poor","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1780","Very happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1781","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1782","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1783","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1784","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"1785","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"1786","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1787","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"1788","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1789","Very happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1790","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1791","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1792","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"1793","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1794","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1795","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1796","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1797","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1798","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1799","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1800","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1801","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1802","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1803","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1804","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1805","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1806","Very happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1807","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1808","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1809","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1810","Pretty happy",".i:  Inapplicable","Excellent","Worse","Pretty well satisfied","$10000 TO 12499","10 000 to 19 999"
"1811","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"1812","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"1813","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1814","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1815","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1816","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1817","Not too happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1818","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1819","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1820","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1821","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1822","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1823","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1824","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"1825","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1826","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"1827","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1828","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1829","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1830","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"1831","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1832","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1833","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1834","Not too happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1835","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1836","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1837","Not too happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1838","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1839","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1840","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1841","Not too happy","PRETTY HAPPY","Fair","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1842","Very happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1843","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1844","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"1845","Pretty happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1846","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1847","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1848","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1849","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1850","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1851","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1852","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"1853","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1854","Not too happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1855","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1856","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1857","Very happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1858","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1859","Very happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1860","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1861","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1862","Not too happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1863","Very happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1864","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1865","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1866","Not too happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1867","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$6 000 TO 6 999","0 to 9 999"
"1868","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1869","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1870","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1871","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1872","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1873","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1874","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1875","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"1876","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"1877","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1878","Pretty happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1879","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1880","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1881","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1882","Pretty happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$5 000 TO 5 999","0 to 9 999"
"1883","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1884","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1885","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"1886","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1887","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1888","Not too happy","NOT TOO HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1889","Pretty happy","VERY HAPPY","Poor","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1890","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1891","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1892","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1893","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1894","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"1895","Very happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"1896","Pretty happy","PRETTY HAPPY","Poor","Worse","More or less satisfied","$4 000 TO 4 999","0 to 9 999"
"1897","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1898","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"1899","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1900","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1901","Not too happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1902","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1903","Very happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1904","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1905","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1906","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1907","Pretty happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1908","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1909","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1910","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1911","Pretty happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","UNDER $1 000","0 to 9 999"
"1912","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"1913","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1914","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1915","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1916","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1917","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1918","Not too happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1919","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1920","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1921","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1922","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$20000 TO 22499","20 000 to 39 999"
"1923","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1924","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1925","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1926","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1927","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1928","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1929","Not too happy","VERY HAPPY","Good","Better","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"1930","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1931","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1932","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1933","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1934","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1935","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1936","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1937","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1938","Not too happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1939","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1940","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"1941","Not too happy","VERY HAPPY","Excellent","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1942","Pretty happy","NOT TOO HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1943","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1944","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1945","Not too happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1946","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1947","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1948","Not too happy",".i:  Inapplicable","Poor","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1949","Very happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1950","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1951","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1952","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1953","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1954","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1955","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$4 000 TO 4 999","0 to 9 999"
"1956","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1957","Very happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1958","Not too happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1959","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1960","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1961","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1962","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1963","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1964","Very happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"1965","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1966","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1967","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1968","Not too happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1969","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1970","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1971","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1972","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1973","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1974","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1975","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1976","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1977","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1978","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1979","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1980","Very happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"1981","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1982","Pretty happy","PRETTY HAPPY","Excellent","Worse","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1983","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$6 000 TO 6 999","0 to 9 999"
