"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"1869","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1870","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1871","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1872","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1873","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1874","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"1875","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"1876","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1877","Pretty happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1878","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1879","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1880","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1881","Pretty happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$5 000 TO 5 999","0 to 9 999"
"1882","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1883","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1884","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"1885","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1886","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1887","Not too happy","NOT TOO HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1888","Pretty happy","VERY HAPPY","Poor","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1889","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1890","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1891","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1892","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1893","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"1894","Very happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"1895","Pretty happy","PRETTY HAPPY","Poor","Worse","More or less satisfied","$4 000 TO 4 999","0 to 9 999"
"1896","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1897","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"1898","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1899","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1900","Not too happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1901","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1902","Very happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1903","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1904","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1905","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1906","Pretty happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1907","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1908","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1909","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1910","Pretty happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","UNDER $1 000","0 to 9 999"
"1911","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"1912","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1913","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1914","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1915","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1916","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1917","Not too happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1918","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1919","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1920","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1921","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$20000 TO 22499","20 000 to 39 999"
"1922","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1923","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1924","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1925","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1926","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1927","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1928","Not too happy","VERY HAPPY","Good","Better","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"1929","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1930","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1931","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1932","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1933","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1934","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1935","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1936","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1937","Not too happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1938","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1939","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"1940","Not too happy","VERY HAPPY","Excellent","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1941","Pretty happy","NOT TOO HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1942","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1943","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1944","Not too happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1945","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1946","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1947","Not too happy",".i:  Inapplicable","Poor","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1948","Very happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1949","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1950","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1951","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1952","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1953","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1954","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$4 000 TO 4 999","0 to 9 999"
"1955","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1956","Very happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1957","Not too happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1958","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1959","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1960","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1961","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1962","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1963","Very happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"1964","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1965","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1966","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1967","Not too happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1968","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1969","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1970","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1971","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1972","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1973","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1974","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1975","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1976","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1977","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1978","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1979","Very happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"1980","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1981","Pretty happy","PRETTY HAPPY","Excellent","Worse","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1982","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$6 000 TO 6 999","0 to 9 999"
"1983","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1984","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1985","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1986","Pretty happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1987","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1988","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1989","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"1990","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1991","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1992","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"1993","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1994","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1995","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1996","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1997","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"1998","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"1999","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2000","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2001","Pretty happy","PRETTY HAPPY","Poor","Stayed same","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"2002","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2003","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2004","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2005","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2006","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2007","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2008","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2009","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2010","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2011","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2012","Not too happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2013","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2014","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2015","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2016","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"2017","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"2018","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2019","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2020","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2021","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2022","Pretty happy",".i:  Inapplicable","Fair","Worse","Pretty well satisfied","$20000 TO 22499","20 000 to 39 999"
"2023","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2024","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"2025","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2026","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2027","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2028","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2029","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"2030","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"2031","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2032","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2033","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2034","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2035","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2036","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2037","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2038","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2039","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2040","Not too happy",".i:  Inapplicable","Poor","Worse","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2041","Not too happy","VERY HAPPY","Good","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2042","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2043","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2044","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2045","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2046","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2047","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2048","Pretty happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2049","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2050","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2051","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2052","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2053","Not too happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2054","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2055","Not too happy","PRETTY HAPPY","Poor","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2056","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2057","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"2058","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2059","Not too happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2060","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"2061","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2062","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2063","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2064","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"2065","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2066","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2067","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2068","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2069","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"2070","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"2071","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2072","Very happy","VERY HAPPY","Poor","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2073","Very happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2074","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2075","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2076","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2077","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2078","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"2079","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2080","Not too happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"2081","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2082","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"2083","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2084","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"2085","Very happy","VERY HAPPY","Poor","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2086","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2087","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2088","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"2089","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2090","Very happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2091","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2092","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2093","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2094","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2095","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2096","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2097","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2098","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2099","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"2100","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$7 000 TO 7 999","0 to 9 999"
"2101","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2102","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2103","Very happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2104","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2105","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
