"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"3032","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"3033","Not too happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"3034","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"3035","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"3036","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"3037","Not too happy","NOT TOO HAPPY","Fair","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"3038","Very happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"3039","Pretty happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"3040","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3041","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"3042","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"3043","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3044","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"3045","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3046","Not too happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"3047","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"3048","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3049","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"3050","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"3051","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"3052","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3053","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$1 000 TO 2 999","0 to 9 999"
"3054","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3055","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3056","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3057","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3058","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"3059","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"3060","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3061","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"3062","Very happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"3063","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"3064","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"3065","Not too happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"3066","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3067","Not too happy",".i:  Inapplicable","Excellent","Worse","Pretty well satisfied","$1 000 TO 2 999","0 to 9 999"
"3068","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3069","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3070","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"3071","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"3072","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"3073","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"3074","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"3075","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"3076","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"3077","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"3078","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"3079","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3080","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3081","Very happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"3082","Not too happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$8 000 TO 9 999","0 to 9 999"
"3083","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"3084","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"3085","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"3086","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3087","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3088","Not too happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"3089","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"3090","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"3091","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"3092","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$15000 TO 17499","10 000 to 19 999"
"3093","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$15000 TO 17499","10 000 to 19 999"
"3094","Very happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"3095","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"3096","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3097","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"3098","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3099","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"3100","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"3101","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"3102","Pretty happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"3103","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"3104","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"3105","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"3106","Not too happy","NOT TOO HAPPY","Good","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"3107","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"3108","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"3109","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"3110","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"3111","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"3112","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"3113","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3114","Not too happy","NOT TOO HAPPY","Good","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"3115","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"3116","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"3117","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3118","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3119","Pretty happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","UNDER $1 000","0 to 9 999"
"3120","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3121","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3122","Not too happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"3123","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3124","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"3125","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3126","Pretty happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"3127","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","UNDER $1 000","0 to 9 999"
"3128","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3129","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3130","Not too happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"3131","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3132","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","UNDER $1 000","0 to 9 999"
"3133","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"3134","Pretty happy","NOT TOO HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3135","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"3136","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"3137","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"3138","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"3139","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3140","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"3141","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"3142","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"3143","Very happy",".i:  Inapplicable","Poor","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"3144","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3145","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"3146","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"3147","Very happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"3148","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"3149","Pretty happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3150","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3151","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"3152","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"3153","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3154","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"3155","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"3156","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"3157","Not too happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"3158","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"3159","Very happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"3160","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"3161","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3162","Pretty happy","NOT TOO HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"3163","Very happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$3 000 TO 3 999","0 to 9 999"
"3164","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3165","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"3166","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"3167","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3168","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3169","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"3170","Very happy",".i:  Inapplicable","Excellent",".s:  Skipped on Web","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"3171","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"3172","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3173","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"3174","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"3175","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"3176","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"3177","Pretty happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"3178","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"3179","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3180","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3181","Very happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"3182","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"3183","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"3184","Not too happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"3185","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3186","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3187","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3188","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"3189","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"3190","Not too happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"3191","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"3192","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"3193","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","UNDER $1 000","0 to 9 999"
"3194","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"3195","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"3196","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"3197","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"3198","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"3199","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3200","Not too happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$7 000 TO 7 999","0 to 9 999"
"3201","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3202","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"3203","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3204","Very happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3205","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"3206","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"3207","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"3208","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","UNDER $1 000","0 to 9 999"
"3209","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"3210","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3211","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3212","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"3213","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"3214","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"3215","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"3216","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"3217","Not too happy","VERY HAPPY","Good","Better","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"3218","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"3219","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"3220","Not too happy","NOT TOO HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"3221","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"3222","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3223","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3224","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"3225","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"3226","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3227","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3228","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3229","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3230","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3231","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3232","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3233","Very happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3234","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3235","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3236","Not too happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"3237","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"3238","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3239","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"3240","Not too happy","PRETTY HAPPY","Fair","Better","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"3241","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"3242","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"3243","Very happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"3244","Very happy","VERY HAPPY","Excellent","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"3245","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3246","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3247","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"3248","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3249","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"3250","Not too happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3251","Pretty happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$17500 TO 19999","10 000 to 19 999"
"3252","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"3253","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"3254","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3255","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"3256","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$15000 TO 17499","10 000 to 19 999"
"3257","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"3258","Not too happy",".i:  Inapplicable","Poor","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"3259","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"3260","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"3261","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"3262","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"3263","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"3264","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"3265","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"3266","Very happy","VERY HAPPY","Fair","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"3267","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"3268","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
